Subject,Action,Object,Exception-Condition,Resource-Usage,Time-stamp,flag
User1,Copy,File1,1,44.91,2016:04:14:08:36:00,normal
User5,Read,File1,1,35.07,2016:04:14:08:37:14,normal
User2,Cut,File3,1,3.74,2016:04:14:08:40:35,normal
User1,Write,File3,1,1.52,2016:04:14:08:44:19,normal
User5,Write,SharedFile5,1,10.44,2016:04:14:08:47:24,normal
User1,Execute,ps.exe,1,113.75,2016:04:14:08:51:03,normal
User3,Write,File2,1,29.74,2016:04:14:08:53:06,normal
User3,Execute,cmd.exe,1,2.82,2016:04:14:08:55:01,normal
User4,Execute,notepad.exe,1,11.47,2016:04:14:08:56:01,normal
User2,Execute,ps.exe,1,112.6,2016:04:14:08:57:19,normal
User3,Copy,File3,1,2.49,2016:04:14:09:00:34,normal
User5,Delete,File2,1,29.11,2016:04:14:09:01:47,normal
User2,Copy,File3,1,2.85,2016:04:14:09:04:08,normal
User4,Execute,cmd.exe,1,2.95,2016:04:14:09:07:37,normal
User4,Cut,File3,1,1.85,2016:04:14:09:09:20,normal
User1,Read,SharedFile4,1,9.01,2016:04:14:09:13:32,normal
User5,Write,SharedFile6,1,6.64,2016:04:14:09:14:15,normal
User5,Execute,GChrome.exe,1,95.2,2016:04:14:09:17:46,normal
User3,Cut,File2,1,21.78,2016:04:14:09:19:47,normal
User1,Cut,File3,1,2.52,2016:04:14:09:21:46,normal
User3,Execute,wmp.exe,1,114.89,2016:04:14:09:23:59,normal
User3,Execute,ps.exe,1,93.49,2016:04:14:09:26:48,normal
User4,Execute,notepad.exe,1,10.11,2016:04:14:09:28:46,normal
User5,Execute,GChrome.exe,1,118.77,2016:04:14:09:31:40,normal
User2,Execute,cmd.exe,1,2.48,2016:04:14:09:32:06,normal
User5,Delete,File2,1,37.26,2016:04:14:09:37:47,normal
User2,Delete,File2,1,33.45,2016:04:14:09:38:17,normal
User2,Execute,cmd.exe,1,2.8,2016:04:14:09:40:16,normal
User5,Execute,wmp.exe,1,119.07,2016:04:14:09:41:14,normal
User5,Execute,GChrome.exe,1,87.21,2016:04:14:09:42:34,normal
User5,Execute,notepad.exe,1,12.71,2016:04:14:09:43:42,normal
User5,Read,SharedFile6,1,10.64,2016:04:14:09:44:54,normal
User1,Execute,wmp.exe,1,114.48,2016:04:14:09:48:01,normal
User5,Execute,wmp.exe,1,111.25,2016:04:14:09:49:12,normal
User2,Execute,wmp.exe,1,116.56,2016:04:14:09:52:55,normal
User5,Write,File2,1,25.45,2016:04:14:09:55:46,normal
User5,Execute,cmd.exe,1,1.71,2016:04:14:09:58:58,normal
User2,Execute,GChrome.exe,1,95.01,2016:04:14:10:01:11,normal
User3,Read,File2,1,15.53,2016:04:14:10:02:54,normal
User5,Read,SharedFile5,1,10.57,2016:04:14:10:03:02,normal
User1,Execute,wmp.exe,1,110.84,2016:04:14:10:04:05,normal
User1,Read,File2,1,33.66,2016:04:14:10:09:57,normal
User1,Read,SharedFile4,1,10.91,2016:04:14:10:10:42,normal
User5,Cut,File1,1,37.68,2016:04:14:10:12:32,normal
User2,Execute,ps.exe,1,70.19,2016:04:14:10:15:34,normal
User1,Cut,File2,1,15.21,2016:04:14:10:17:07,normal
User3,Execute,GChrome.exe,1,100.49,2016:04:14:10:19:43,normal
User3,Cut,File1,1,43.46,2016:04:14:10:23:26,normal
User1,Execute,GChrome.exe,1,85.03,2016:04:14:10:26:39,normal
User2,Copy,File1,1,50.01,2016:04:14:10:27:08,normal
User2,Execute,cmd.exe,1,2.24,2016:04:14:10:29:19,normal
User1,Execute,ps.exe,1,102.71,2016:04:14:10:32:24,normal
User3,Read,File2,1,38.72,2016:04:14:10:34:09,normal
User2,Execute,notepad.exe,1,11.27,2016:04:14:10:37:53,normal
User5,Copy,File3,1,1.57,2016:04:14:10:41:43,normal
User5,Execute,cmd.exe,1,2.88,2016:04:14:10:43:19,normal
User4,Write,File2,1,19.36,2016:04:14:10:46:19,normal
User5,Write,File1,1,28.86,2016:04:14:10:47:51,normal
User1,Execute,cmd.exe,1,2.17,2016:04:14:10:48:39,normal
User3,Execute,cmd.exe,1,2.86,2016:04:14:10:50:02,normal
User1,Write,File3,1,2.69,2016:04:14:10:52:25,normal
User4,Execute,wmp.exe,1,119.51,2016:04:14:10:55:27,normal
User5,Execute,ps.exe,1,127.82,2016:04:14:11:01:44,normal
User3,Execute,notepad.exe,1,12.78,2016:04:14:11:04:11,normal
User5,Copy,SharedFile5,1,14.37,2016:04:14:11:07:32,normal
User1,Execute,GChrome.exe,1,87.62,2016:04:14:11:08:46,normal
User5,Execute,wmp.exe,1,118.34,2016:04:14:11:12:35,normal
User2,Execute,GChrome.exe,1,130.49,2016:04:14:11:16:22,normal
User2,Execute,ps.exe,1,104.14,2016:04:14:11:18:26,normal
User1,Execute,wmp.exe,1,112.13,2016:04:14:11:21:07,normal
User3,Cut,File2,1,17.8,2016:04:14:11:22:43,normal
User1,Execute,wmp.exe,1,116.52,2016:04:14:11:26:26,normal
User2,Execute,GChrome.exe,1,120.14,2016:04:14:11:31:34,normal
User4,Read,File2,1,37.62,2016:04:14:11:34:05,normal
User1,Read,File2,1,33.44,2016:04:14:11:35:31,normal
User4,Execute,notepad.exe,1,11.17,2016:04:14:11:37:25,normal
User5,Read,SharedFile5,1,13.94,2016:04:14:11:38:38,normal
User1,Copy,File3,1,2.85,2016:04:14:11:41:27,normal
User1,Execute,GChrome.exe,1,91.39,2016:04:14:11:47:02,normal
User5,Execute,wmp.exe,1,114.58,2016:04:14:11:48:05,normal
User5,Copy,SharedFile5,1,15.85,2016:04:14:11:49:47,normal
User3,Execute,ps.exe,1,120.72,2016:04:14:11:51:18,normal
User2,Read,File3,1,1.99,2016:04:14:11:54:41,normal
User1,Execute,GChrome.exe,1,114.61,2016:04:14:11:55:02,normal
User5,Write,SharedFile6,1,8.96,2016:04:14:12:00:47,normal
User3,Execute,wmp.exe,1,114.8,2016:04:14:12:04:54,normal
User1,Execute,notepad.exe,1,12.85,2016:04:14:12:05:07,normal
User4,Read,File2,1,17.6,2016:04:14:12:06:20,normal
User3,Copy,File3,1,1.24,2016:04:14:12:09:17,normal
User2,Execute,cmd.exe,1,2.41,2016:04:14:12:10:25,normal
User2,Execute,GChrome.exe,1,105.03,2016:04:14:12:12:42,normal
User2,Delete,File1,1,32.1,2016:04:14:12:15:21,normal
User1,Execute,cmd.exe,1,1.98,2016:04:14:12:17:58,normal
User1,Execute,GChrome.exe,1,98.52,2016:04:14:12:18:23,normal
User4,Execute,ps.exe,1,40.52,2016:04:14:12:20:22,normal
User4,Execute,wmp.exe,1,110.85,2016:04:14:12:21:46,normal
User5,Execute,wmp.exe,1,120.75,2016:04:14:12:23:06,normal
User2,Execute,ps.exe,1,99.32,2016:04:14:12:25:31,normal
User2,Execute,cmd.exe,1,2.19,2016:04:14:12:27:56,normal
User1,Delete,File2,1,23.71,2016:04:14:12:30:25,normal
User4,Execute,notepad.exe,1,10.32,2016:04:14:12:31:13,normal
User5,Cut,File2,1,39.24,2016:04:14:12:33:14,normal
User5,Execute,GChrome.exe,1,92.62,2016:04:14:12:36:41,normal
User2,Execute,GChrome.exe,1,117.11,2016:04:14:12:37:59,normal
User4,Execute,notepad.exe,1,12.47,2016:04:14:12:41:57,normal
User5,Execute,GChrome.exe,1,86.3,2016:04:14:12:43:40,normal
User4,Execute,ps.exe,1,65.71,2016:04:14:12:45:10,normal
User1,Execute,ps.exe,1,81.3,2016:04:14:12:47:45,normal
User3,Execute,cmd.exe,1,2.49,2016:04:14:12:48:03,normal
User1,Write,SharedFile4,1,9.82,2016:04:14:12:49:08,normal
User2,Execute,notepad.exe,1,12.99,2016:04:14:12:51:56,normal
User2,Execute,notepad.exe,1,12.57,2016:04:14:12:54:56,normal
User3,Execute,ps.exe,1,57.28,2016:04:14:12:57:42,normal
User3,Execute,cmd.exe,1,2.86,2016:04:14:13:00:50,normal
User5,Close,SharedFile6,1,9.39,2016:04:14:13:07:57,normal
User1,Delete,File2,1,34.21,2016:04:14:13:08:08,normal
User3,Delete,File1,1,50.2,2016:04:14:13:11:45,normal
User3,Read,File2,1,20.88,2016:04:14:13:12:28,normal
User4,Execute,ps.exe,1,54.83,2016:04:14:13:13:03,normal
User4,Execute,wmp.exe,1,110.38,2016:04:14:13:15:16,normal
User3,Open,SharedFile6,1,10.7,2016:04:14:13:18:33,normal
User5,Execute,wmp.exe,1,118.31,2016:04:14:13:20:48,normal
User2,Delete,File3,1,3.63,2016:04:14:13:21:08,normal
User2,Read,File3,1,1.15,2016:04:14:13:24:29,normal
User4,Execute,cmd.exe,1,2.51,2016:04:14:13:27:27,normal
User4,Execute,wmp.exe,1,113.17,2016:04:14:13:35:08,normal
User3,Execute,GChrome.exe,1,123.59,2016:04:14:13:37:17,normal
User5,Execute,notepad.exe,1,12.78,2016:04:14:13:40:19,normal
User2,Copy,File3,1,2.38,2016:04:14:13:42:57,normal
User3,Execute,cmd.exe,1,2.03,2016:04:14:13:48:03,normal
User1,Delete,File1,1,37.92,2016:04:14:13:49:18,normal
User5,Execute,wmp.exe,1,118.57,2016:04:14:13:52:08,normal
User1,Execute,wmp.exe,1,110.16,2016:04:14:13:53:51,normal
User1,Close,SharedFile4,1,18.15,2016:04:14:13:55:17,normal
User2,Execute,GChrome.exe,1,113.73,2016:04:14:13:58:15,normal
User2,Execute,notepad.exe,1,10,2016:04:14:14:02:00,normal
User3,Execute,wmp.exe,1,119.27,2016:04:14:14:05:22,normal
User3,Execute,ps.exe,1,65.77,2016:04:14:14:06:16,normal
User5,Execute,ps.exe,1,94.47,2016:04:14:14:09:06,normal
User1,Execute,cmd.exe,1,2.77,2016:04:14:14:12:49,normal
User2,Execute,ps.exe,1,87.22,2016:04:14:14:20:17,normal
User2,Write,File2,1,27.25,2016:04:14:14:23:24,normal
User2,Execute,GChrome.exe,1,127.96,2016:04:14:14:24:46,normal
User2,Execute,GChrome.exe,1,82.41,2016:04:14:14:28:24,normal
User4,Read,File3,1,3.82,2016:04:14:14:30:43,normal
User3,Execute,GChrome.exe,1,121.77,2016:04:14:14:35:22,normal
User3,Execute,wmp.exe,1,116.88,2016:04:14:14:38:00,normal
User5,Execute,wmp.exe,1,114.24,2016:04:14:14:41:58,normal
User1,Read,File2,1,30.49,2016:04:14:14:43:09,normal
User4,Execute,ps.exe,1,46.41,2016:04:14:14:44:11,normal
User1,Execute,cmd.exe,1,1.18,2016:04:14:14:47:04,normal
User1,Copy,File3,1,2.58,2016:04:14:14:49:06,normal
User3,Execute,ps.exe,1,51.91,2016:04:14:14:51:48,normal
User5,Close,SharedFile5,1,7.18,2016:04:14:14:53:28,normal
User5,Execute,notepad.exe,1,10.09,2016:04:14:14:54:32,normal
User5,Cut,File3,1,3.17,2016:04:14:14:55:10,normal
User5,Open,SharedFile4,1,8.57,2016:04:14:14:57:35,normal
User2,Execute,cmd.exe,1,1.78,2016:04:14:14:58:31,normal
User3,Delete,File1,1,30.18,2016:04:14:15:00:54,normal
User3,Execute,ps.exe,1,120.19,2016:04:14:15:01:20,normal
User5,Execute,ps.exe,1,71.13,2016:04:14:15:04:54,normal
User3,Execute,notepad.exe,1,12.04,2016:04:14:15:05:45,normal
User4,Execute,ps.exe,1,74.82,2016:04:14:15:07:08,normal
User3,Open,SharedFile5,1,16.06,2016:04:14:15:10:26,normal
User3,Execute,notepad.exe,1,10.28,2016:04:14:15:13:08,normal
User4,Execute,GChrome.exe,1,119.71,2016:04:14:15:14:24,normal
User1,Write,File1,1,43.85,2016:04:14:15:17:36,normal
User5,Write,File2,1,36.99,2016:04:14:15:19:28,normal
User5,Write,File2,1,40.8,2016:04:14:15:23:40,normal
User1,Execute,GChrome.exe,1,114.93,2016:04:14:15:25:41,normal
User1,Execute,notepad.exe,1,10.44,2016:04:14:15:27:37,normal
User3,Write,SharedFile5,1,14.89,2016:04:14:15:31:11,normal
User3,Execute,notepad.exe,1,10.98,2016:04:14:15:34:16,normal
User4,Write,File1,1,47.4,2016:04:14:15:40:17,normal
User1,Execute,GChrome.exe,1,128.57,2016:04:14:15:41:46,normal
User3,Copy,File3,1,2.27,2016:04:14:15:43:29,normal
User4,Execute,GChrome.exe,1,123.84,2016:04:14:15:46:56,normal
User2,Cut,File1,1,42.78,2016:04:14:15:47:23,normal
User3,Execute,wmp.exe,1,115.89,2016:04:14:15:49:58,normal
User3,Execute,notepad.exe,1,11.3,2016:04:14:15:50:59,normal
User2,Execute,cmd.exe,1,1.94,2016:04:14:15:52:06,normal
User1,Execute,GChrome.exe,1,106.87,2016:04:14:15:54:04,normal
User5,Execute,GChrome.exe,1,112.83,2016:04:14:15:56:02,normal
User4,Read,File2,1,38.47,2016:04:14:15:59:10,normal
User4,Execute,notepad.exe,1,11.17,2016:04:14:16:01:32,normal
User5,Copy,SharedFile4,1,9.66,2016:04:14:16:03:44,normal
User2,Execute,notepad.exe,1,9.03,2016:04:14:16:09:20,normal
User5,Execute,notepad.exe,1,10.65,2016:04:14:16:10:46,normal
User3,Execute,cmd.exe,1,2.79,2016:04:14:16:15:11,normal
User4,Execute,notepad.exe,1,10.11,2016:04:14:16:18:46,normal
User2,Execute,wmp.exe,1,113.34,2016:04:14:16:20:11,normal
User3,Read,SharedFile5,1,15.96,2016:04:14:16:21:03,normal
User4,Copy,File2,1,19.56,2016:04:14:16:22:44,normal
User3,Execute,GChrome.exe,1,84.58,2016:04:14:16:25:10,normal
User3,Copy,File3,1,2.75,2016:04:14:16:26:57,normal
User5,Execute,ps.exe,1,121.05,2016:04:14:16:29:12,normal
User5,Execute,GChrome.exe,1,118.71,2016:04:14:16:30:18,normal
User1,Write,File2,1,18.47,2016:04:14:16:31:56,normal
User5,Execute,ps.exe,1,110.29,2016:04:14:16:35:40,normal
User4,Write,File2,1,25.13,2016:04:14:16:41:15,normal
User2,Delete,File3,1,1.9,2016:04:14:16:42:42,normal
User4,Execute,GChrome.exe,1,97.43,2016:04:14:16:43:45,normal
User2,Execute,ps.exe,1,83.48,2016:04:14:16:46:20,normal
User5,Copy,SharedFile4,1,5.57,2016:04:14:16:49:54,normal
User5,Copy,SharedFile4,1,5.89,2016:04:14:16:52:08,normal
User1,Delete,File1,1,48.84,2016:04:14:16:57:33,normal
User3,Execute,cmd.exe,1,1.36,2016:04:14:17:00:38,normal
User3,Execute,cmd.exe,1,1.18,2016:04:14:17:01:52,normal
User1,Copy,File3,1,1.34,2016:04:14:17:02:31,normal
User5,Read,File1,1,29.65,2016:04:14:17:04:41,normal
User4,Execute,ps.exe,1,112.01,2016:04:14:17:08:02,normal
User5,Execute,ps.exe,1,35.38,2016:04:14:17:09:31,normal
User3,Write,File2,1,16.51,2016:04:14:17:12:35,normal
User2,Execute,GChrome.exe,1,129.08,2016:04:14:17:13:10,normal
User3,Execute,cmd.exe,1,1.66,2016:04:14:17:16:40,normal
User2,Read,File3,1,1.45,2016:04:14:17:17:29,normal
User2,Cut,File1,1,45.81,2016:04:14:17:18:48,normal
User3,Execute,ps.exe,1,54.45,2016:04:14:17:19:54,normal
User3,Execute,wmp.exe,1,115.84,2016:04:14:17:20:00,normal
User5,Execute,GChrome.exe,1,100.41,2016:04:14:17:21:45,normal
User2,Execute,GChrome.exe,1,99.03,2016:04:14:17:27:58,normal
User4,Execute,wmp.exe,1,117.63,2016:04:14:17:29:38,normal
User1,Cut,File1,1,29.82,2016:04:14:17:31:13,normal
User5,Cut,File3,1,3.04,2016:04:14:17:33:21,normal
User2,Execute,ps.exe,1,45.87,2016:04:14:17:34:01,normal
User5,Execute,wmp.exe,1,110.4,2016:04:14:17:37:34,normal
User3,Execute,wmp.exe,1,114.41,2016:04:14:17:42:02,normal
User4,Read,File3,1,1.82,2016:04:14:17:46:32,normal
User3,Execute,notepad.exe,1,9.84,2016:04:14:17:48:29,normal
User5,Execute,notepad.exe,1,12.48,2016:04:14:17:49:45,normal
User5,Read,File1,1,33.76,2016:04:14:17:52:19,normal
User3,Execute,cmd.exe,1,2.08,2016:04:14:17:54:32,normal
User4,Write,File1,1,29.9,2016:04:14:17:55:45,normal
User3,Execute,cmd.exe,1,2.8,2016:04:14:17:58:13,normal
User5,Copy,SharedFile4,1,8.9,2016:04:14:17:59:14,normal
User3,Write,SharedFile6,1,5.38,2016:04:14:18:02:29,normal
User5,Execute,GChrome.exe,1,88.33,2016:04:14:18:05:32,normal
User2,Execute,wmp.exe,1,114.85,2016:04:14:18:06:06,normal
User3,Execute,cmd.exe,1,1.03,2016:04:14:18:09:57,normal
User5,Cut,File3,1,1.03,2016:04:14:18:13:21,normal
User4,Execute,ps.exe,1,104.01,2016:04:14:18:14:55,normal
User5,Copy,File2,1,28.31,2016:04:14:18:15:05,normal
User1,Write,File3,1,3.47,2016:04:14:18:18:23,normal
User4,Execute,GChrome.exe,1,88.56,2016:04:14:18:21:32,normal
User2,Execute,GChrome.exe,1,92.06,2016:04:14:18:23:59,normal
User5,Execute,cmd.exe,1,2.12,2016:04:14:18:24:04,normal
User5,Execute,ps.exe,1,35.5,2016:04:14:18:27:34,normal
User3,Write,SharedFile5,1,14.62,2016:04:14:18:30:45,normal
User3,Execute,wmp.exe,1,120.25,2016:04:14:18:31:11,normal
User1,Execute,cmd.exe,1,2.53,2016:04:14:18:32:26,normal
User5,Execute,notepad.exe,1,10.18,2016:04:14:18:36:35,normal
User1,Execute,GChrome.exe,1,94.91,2016:04:14:18:41:48,normal
User3,Delete,File2,1,36.51,2016:04:14:18:42:42,normal
User1,Cut,File3,1,1.09,2016:04:14:18:46:46,normal
User1,Execute,cmd.exe,1,2.06,2016:04:14:18:48:52,normal
User5,Copy,File3,1,1.51,2016:04:14:18:49:05,normal
User2,Execute,ps.exe,1,66.07,2016:04:14:18:55:27,normal
User4,Execute,ps.exe,1,60.57,2016:04:14:18:56:48,normal
User5,Write,SharedFile4,1,10.94,2016:04:14:18:59:51,normal
User3,Copy,File2,1,37.99,2016:04:14:19:01:23,normal
User3,Read,SharedFile5,1,12.62,2016:04:14:19:05:17,normal
User5,Execute,cmd.exe,1,2.46,2016:04:14:19:08:32,normal
User2,Execute,wmp.exe,1,115.49,2016:04:14:19:09:36,normal
User4,Execute,cmd.exe,1,1.77,2016:04:14:19:12:34,normal
User4,Read,File3,1,1.92,2016:04:14:19:16:47,normal
User3,Copy,File2,1,29.86,2016:04:14:19:17:54,normal
User4,Cut,File2,1,36.1,2016:04:14:19:20:41,normal
User2,Execute,ps.exe,1,62.03,2016:04:14:19:22:09,normal
User3,Write,File1,1,47.22,2016:04:14:19:25:56,normal
User3,Execute,notepad.exe,1,11.1,2016:04:14:19:29:26,normal
User1,Execute,wmp.exe,1,113.58,2016:04:14:19:30:00,normal
User4,Read,File3,1,3.69,2016:04:14:19:33:11,normal
User4,Delete,File1,1,41.53,2016:04:14:19:34:59,normal
User5,Copy,SharedFile4,1,5.79,2016:04:14:19:38:59,normal
User2,Execute,cmd.exe,1,2.74,2016:04:14:19:39:26,normal
User4,Execute,cmd.exe,1,2,2016:04:14:19:41:20,normal
User1,Execute,GChrome.exe,1,86.74,2016:04:14:19:47:57,normal
User1,Execute,GChrome.exe,1,95.65,2016:04:14:19:50:31,normal
User5,Execute,notepad.exe,1,11.29,2016:04:14:19:52:14,normal
User3,Read,SharedFile6,1,5.45,2016:04:14:19:55:15,normal
User2,Execute,ps.exe,1,129.41,2016:04:14:19:56:34,normal
User5,Read,File2,1,30.71,2016:04:14:19:59:07,normal
User1,Execute,cmd.exe,1,1.68,2016:04:14:20:00:59,normal
User3,Execute,cmd.exe,1,2.76,2016:04:14:20:01:03,normal
User5,Write,SharedFile4,1,10.19,2016:04:14:20:02:30,normal
User3,Copy,SharedFile6,1,9.32,2016:04:14:20:03:22,normal
User4,Execute,wmp.exe,1,111.48,2016:04:14:20:05:29,normal
User3,Copy,File1,1,28.9,2016:04:14:20:10:18,normal
User4,Execute,GChrome.exe,1,94.4,2016:04:14:20:15:31,normal
User1,Execute,notepad.exe,1,12.61,2016:04:14:20:16:08,normal
User2,Execute,ps.exe,1,39.67,2016:04:14:20:17:42,normal
User1,Execute,cmd.exe,1,1.56,2016:04:14:20:20:59,normal
User5,Write,File3,1,3.02,2016:04:14:20:23:29,normal
User1,Execute,ps.exe,1,67.09,2016:04:14:20:25:39,normal
User1,Read,File1,1,45.53,2016:04:14:20:30:53,normal
User4,Write,File1,1,47.25,2016:04:14:20:31:19,normal
User3,Write,SharedFile5,1,15.29,2016:04:14:20:32:30,normal
User5,Execute,GChrome.exe,1,98.35,2016:04:14:20:33:03,normal
User3,Execute,GChrome.exe,1,81.45,2016:04:14:20:34:28,normal
User1,Cut,File2,1,20,2016:04:14:20:36:33,normal
User5,Read,SharedFile4,1,6.47,2016:04:14:20:37:55,normal
User2,Write,File3,1,3.57,2016:04:14:20:40:29,normal
User4,Execute,cmd.exe,1,2.74,2016:04:14:20:46:36,normal
User3,Delete,File2,1,33.47,2016:04:14:20:48:06,normal
User3,Execute,ps.exe,1,96.08,2016:04:14:20:50:34,normal
User3,Execute,GChrome.exe,1,90.4,2016:04:14:20:51:09,normal
User1,Execute,GChrome.exe,1,83.54,2016:04:14:20:54:12,normal
User2,Cut,File1,1,43.13,2016:04:14:20:55:36,normal
User4,Cut,File3,1,1.51,2016:04:14:20:56:35,normal
User3,Copy,File3,1,1.31,2016:04:14:21:00:08,normal
User3,Execute,wmp.exe,1,111.6,2016:04:14:21:02:28,normal
User2,Execute,GChrome.exe,1,95.85,2016:04:14:21:03:27,normal
User2,Execute,cmd.exe,1,1.24,2016:04:14:21:05:45,normal
User2,Delete,File3,1,1.39,2016:04:14:21:08:43,normal
User2,Execute,ps.exe,1,50.96,2016:04:14:21:11:38,normal
User5,Copy,SharedFile4,1,5.51,2016:04:14:21:17:31,normal
User4,Execute,notepad.exe,1,9.42,2016:04:14:21:18:23,normal
User5,Execute,wmp.exe,1,110.27,2016:04:14:21:19:30,normal
User5,Read,File2,1,39.03,2016:04:14:21:20:06,normal
User2,Execute,cmd.exe,1,1.76,2016:04:14:21:26:54,normal
User1,Execute,ps.exe,1,114.94,2016:04:14:21:27:43,normal
User5,Execute,notepad.exe,1,12.78,2016:04:14:21:30:27,normal
User5,Execute,ps.exe,1,64.23,2016:04:14:21:33:23,normal
User2,Execute,wmp.exe,1,114.27,2016:04:14:21:36:02,normal
User4,Execute,wmp.exe,1,113.7,2016:04:14:21:37:14,normal
User1,Cut,File1,1,43.69,2016:04:14:21:39:56,normal
User5,Read,File1,1,31.36,2016:04:14:21:40:39,normal
User4,Execute,wmp.exe,1,113.82,2016:04:14:21:43:56,normal
User3,Execute,cmd.exe,1,1.32,2016:04:14:21:45:00,normal
User3,Execute,ps.exe,1,81.82,2016:04:14:21:46:00,normal
User3,Execute,ps.exe,1,129.4,2016:04:14:21:49:57,normal
User5,Execute,wmp.exe,1,117.42,2016:04:14:21:52:15,normal
User2,Copy,File1,1,37.82,2016:04:14:21:53:56,normal
User4,Execute,notepad.exe,1,9.76,2016:04:14:21:57:43,normal
User5,Close,SharedFile4,1,1.61,2016:04:14:22:00:18,normal
User3,Execute,ps.exe,1,44.86,2016:04:14:22:02:12,normal
User2,Open,SharedFile4,1,19.18,2016:04:14:22:05:04,normal
User2,Execute,notepad.exe,1,9.26,2016:04:14:22:06:58,normal
User2,Read,File2,1,24.99,2016:04:14:22:08:11,normal
User2,Cut,File2,1,29.14,2016:04:14:22:09:49,normal
User4,Execute,notepad.exe,1,12.97,2016:04:14:22:10:09,normal
User1,Execute,GChrome.exe,1,117.54,2016:04:14:22:11:16,normal
User3,Execute,cmd.exe,1,2.29,2016:04:14:22:12:56,normal
User3,Execute,wmp.exe,1,110.36,2016:04:14:22:17:46,normal
User3,Cut,File3,1,3.64,2016:04:14:22:19:43,normal
User4,Delete,File1,1,46.55,2016:04:14:22:22:39,normal
User2,Cut,File1,1,48.89,2016:04:14:22:28:27,normal
User2,Execute,cmd.exe,1,1.7,2016:04:14:22:29:55,normal
User1,Copy,File1,1,38.8,2016:04:14:22:31:40,normal
User3,Read,File1,1,31.29,2016:04:14:22:40:06,normal
User4,Read,File2,1,23.92,2016:04:14:22:41:39,normal
User4,Delete,File3,1,1.45,2016:04:14:22:44:10,normal
User3,Execute,wmp.exe,1,116.61,2016:04:14:22:45:03,normal
User3,Write,File2,1,20.69,2016:04:14:22:47:10,normal
User1,Read,File3,1,3.81,2016:04:14:22:48:43,normal
User3,Execute,ps.exe,1,93.19,2016:04:14:22:51:47,normal
User4,Write,File2,1,18.97,2016:04:14:22:52:08,normal
User5,Execute,cmd.exe,1,2.04,2016:04:14:22:54:18,normal
User3,Execute,ps.exe,1,88.72,2016:04:14:22:57:38,normal
User4,Copy,File1,1,38.41,2016:04:14:22:58:40,normal
User5,Execute,notepad.exe,1,11.25,2016:04:14:23:01:24,normal
User3,Execute,notepad.exe,1,9.78,2016:04:14:23:03:19,normal
User4,Execute,GChrome.exe,1,124.85,2016:04:14:23:06:39,normal
User1,Execute,ps.exe,1,113.28,2016:04:14:23:07:02,normal
User1,Delete,File3,1,3.79,2016:04:14:23:08:24,normal
User3,Execute,ps.exe,1,124.04,2016:04:14:23:10:03,normal
User2,Execute,ps.exe,1,97.51,2016:04:14:23:12:23,normal
User3,Execute,GChrome.exe,1,87.37,2016:04:14:23:15:18,normal
User4,Execute,cmd.exe,1,1.67,2016:04:14:23:18:06,normal
User4,Execute,wmp.exe,1,120.91,2016:04:14:23:19:15,normal
User2,Execute,GChrome.exe,1,87.01,2016:04:14:23:20:05,normal
User5,Execute,cmd.exe,1,2.7,2016:04:14:23:21:33,normal
User2,Copy,File1,1,48.43,2016:04:14:23:23:57,normal
User5,Copy,File1,1,43.5,2016:04:14:23:26:23,normal
User2,Execute,ps.exe,1,127.51,2016:04:14:23:27:04,normal
User5,Execute,GChrome.exe,1,97.71,2016:04:14:23:29:10,normal
User4,Execute,cmd.exe,1,1.51,2016:04:14:23:30:09,normal
User4,Execute,ps.exe,1,38.05,2016:04:14:23:32:28,normal
User5,Execute,wmp.exe,1,116.04,2016:04:14:23:34:26,normal
User2,Execute,ps.exe,1,32.11,2016:04:14:23:35:20,normal
User2,Read,File3,1,3.34,2016:04:14:23:38:46,normal
User2,Execute,ps.exe,1,96.72,2016:04:14:23:41:24,normal
User2,Execute,ps.exe,1,56.65,2016:04:14:23:42:47,normal
User2,Copy,File2,1,16.23,2016:04:14:23:43:01,normal
User4,Execute,ps.exe,1,101.28,2016:04:14:23:44:42,normal
User4,Execute,ps.exe,1,35.09,2016:04:14:23:45:30,normal
User1,Execute,wmp.exe,1,117.77,2016:04:14:23:48:40,normal
User3,Execute,ps.exe,1,102.57,2016:04:14:23:49:31,normal
User5,Execute,cmd.exe,1,2.97,2016:04:14:23:51:09,normal
User3,Execute,wmp.exe,1,117.5,2016:04:14:23:54:32,normal
User3,Execute,cmd.exe,1,1.72,2016:04:14:23:57:07,normal
User2,Copy,SharedFile4,1,6.22,2016:04:14:23:59:10,normal
User2,Execute,notepad.exe,1,11.5,2016:04:15:00:01:35,normal
User1,Delete,File3,1,3.07,2016:04:15:00:03:24,normal
User3,Cut,File3,1,1.74,2016:04:15:00:04:21,normal
User2,Execute,GChrome.exe,1,119.81,2016:04:15:00:05:44,normal
